customerID,Prediction_Date,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Model_used,Churn,Probability
9365-CSLBQ,2024-08-30,Male,No,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.35,1654.6,Gradient Boost Classifier,No,1.17
1334-FJSVR,2024-08-30,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,24.25,Gradient Boost Classifier,Yes,70.13
5884-FBCTL,2024-08-30,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.1,1857.85,Gradient Boost Classifier,No,1.17
7130-CTCUS,2024-08-30,Male,Yes,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,Gradient Boost Classifier,Yes,22.33
6242-FEGFD,2024-08-30,Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,96.6,6424.25,Gradient Boost Classifier,No,3.2
7625-XCQRH,2024-08-30,Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,837.95,Gradient Boost Classifier,Yes,69.07
6194-HBGQN,2024-08-30,Male,No,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15,4126.2,Gradient Boost Classifier,No,4.42
7634-WSWDB,2024-08-30,Female,No,No,Yes,8,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.5,330.8,Gradient Boost Classifier,Yes,35.44
6986-IXNDM,2024-08-30,Male,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.9,1337.45,Gradient Boost Classifier,Yes,68.22
1731-TVIUK,2024-08-30,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,Gradient Boost Classifier,Yes,58.74
2987-BJXIK,2024-08-30,Female,No,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,84.7,5991.05,Gradient Boost Classifier,No,2.5
9769-TSBZE,2024-08-30,Female,No,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,66.0,4891.5,Gradient Boost Classifier,No,2.15
0406-BPDVR,2024-08-30,Female,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.5,5373.1,Gradient Boost Classifier,Yes,25.55
0618-XWMSS,2024-08-30,Male,No,No,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,Gradient Boost Classifier,Yes,23.31
1395-WSWXR,2024-08-30,Male,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,487.05,Gradient Boost Classifier,No,1.85
6023-GSSXW,2024-08-30,Female,No,Yes,No,69,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),61.45,4131.2,Gradient Boost Classifier,No,4.41
6752-APNJL,2024-08-30,Male,No,Yes,Yes,42,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.5,2301.15,Gradient Boost Classifier,No,9.15
5276-KQWHG,2024-08-30,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,131.65,Gradient Boost Classifier,Yes,74.21
0420-HLGXF,2024-08-30,Female,Yes,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,4036.0,Gradient Boost Classifier,Yes,64.82
7446-KQISO,2024-08-30,Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,Gradient Boost Classifier,No,11.21
9823-EALYC,2024-08-30,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.85,5727.45,Gradient Boost Classifier,No,1.36
0582-AVCLN,2024-08-30,Female,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,743.05,Gradient Boost Classifier,No,1.9
5803-NQJZO,2024-08-30,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,4804.65,Gradient Boost Classifier,No,1.51
2565-JSLRY,2024-08-30,Male,No,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.05,24.05,Gradient Boost Classifier,Yes,35.68
2607-DHDAK,2024-08-30,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1414.65,Gradient Boost Classifier,No,1.6
1073-XXCZD,2024-08-30,Male,No,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,1443.65,Gradient Boost Classifier,No,1.79
0743-HRVFF,2024-08-30,Female,No,Yes,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.15,2898.95,Gradient Boost Classifier,No,10.11
4006-HKYHO,2024-08-30,Male,No,No,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.7,5309.5,Gradient Boost Classifier,No,2.47
3727-JEZTU,2024-08-30,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,Gradient Boost Classifier,Yes,35.78
8143-ETQTI,2024-08-30,Female,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.65,451.55,Gradient Boost Classifier,No,2.09
6689-KXGBO,2024-08-30,Female,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.55,50.55,Gradient Boost Classifier,Yes,49.38
9667-TKTVZ,2024-08-30,Female,No,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.35,117.05,Gradient Boost Classifier,Yes,34.58
3657-COGMW,2024-08-30,Female,Yes,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.1,5839.3,Gradient Boost Classifier,Yes,35.49
8570-KLJYJ,2024-08-30,Female,No,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,54.45,1893.5,Gradient Boost Classifier,No,4.71
7754-IXRMC,2024-08-30,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.35,45.35,Gradient Boost Classifier,Yes,51.18
9473-CBZOP,2024-08-30,Female,No,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,59.0,1654.45,Gradient Boost Classifier,No,4.34
2969-WGHQO,2024-08-30,Female,No,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,69.45,477.05,Gradient Boost Classifier,No,8.65
6615-NGGZJ,2024-08-30,Male,No,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,Gradient Boost Classifier,Yes,75.27
4334-HOWRP,2024-08-30,Male,Yes,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.95,4546.0,Gradient Boost Classifier,No,2.2
4255-DDUOU,2024-08-30,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,20.5,Gradient Boost Classifier,Yes,33.05
5863-OOKCL,2024-08-30,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,163.2,Gradient Boost Classifier,No,11.6
1686-STUHN,2024-08-30,Male,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,849.9,Gradient Boost Classifier,No,4.31
1329-VHWNP,2024-08-30,Female,No,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.05,189.95,Gradient Boost Classifier,Yes,38.83
2984-MIIZL,2024-08-30,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9,Gradient Boost Classifier,Yes,58.43
0266-GMEAO,2024-08-30,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.3,8058.55,Gradient Boost Classifier,No,3.63
5590-YRFJT,2024-08-30,Female,No,Yes,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,482.8,Gradient Boost Classifier,Yes,38.31
5574-NXZIU,2024-08-30,Male,No,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.2,7049.75,Gradient Boost Classifier,No,7.26
0019-GFNTW,2024-08-30,Female,No,No,No,56,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),45.05,2560.1,Gradient Boost Classifier,No,2.23
4256-ZWTZI,2024-08-30,Female,No,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.0,286.8,Gradient Boost Classifier,Yes,24.27
8309-PPCED,2024-08-30,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,7982.5,Gradient Boost Classifier,No,5.83
4098-NAUKP,2024-08-30,Male,Yes,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.65,5683.6,Gradient Boost Classifier,Yes,37.91
5196-WPYOW,2024-08-30,Male,No,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,60.05,3994.05,Gradient Boost Classifier,No,3.59
4608-LCIMN,2024-08-30,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.65,369.15,Gradient Boost Classifier,Yes,24.36
1485-YDHMM,2024-08-30,Male,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,4631.7,Gradient Boost Classifier,Yes,23.06
4054-CUMIA,2024-08-30,Female,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,401.95,Gradient Boost Classifier,No,10.02
0603-TPMIB,2024-08-30,Female,No,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.45,1534.05,Gradient Boost Classifier,No,1.59
2525-GVKQU,2024-08-30,Female,No,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1093.0,Gradient Boost Classifier,No,1.9
8161-QYMTT,2024-08-30,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,Gradient Boost Classifier,Yes,84.43
9581-GVBXT,2024-08-30,Male,No,Yes,Yes,59,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,34.8,1980.3,Gradient Boost Classifier,No,3.87
5862-BRIXZ,2024-08-30,Male,No,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.75,2893.4,Gradient Boost Classifier,No,3.65
5404-GGUKR,2024-08-30,Male,No,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.35,262.3,Gradient Boost Classifier,Yes,37.05
3308-JSGML,2024-08-30,Male,Yes,Yes,No,59,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.05,3886.85,Gradient Boost Classifier,No,3.73
2126-GSEGL,2024-08-30,Female,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.8,5917.55,Gradient Boost Classifier,No,3.35
3677-TNKIO,2024-08-30,Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.0,914.0,Gradient Boost Classifier,Yes,49.91
0440-QEXBZ,2024-08-30,Female,No,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,Gradient Boost Classifier,Yes,19.48
2434-EEVDB,2024-08-30,Female,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),94.6,5948.7,Gradient Boost Classifier,No,7.26
6762-QVYJO,2024-08-30,Female,No,Yes,Yes,58,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,59.75,3624.35,Gradient Boost Classifier,No,2.28
6199-IWKGC,2024-08-30,Female,Yes,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,100.25,4753.85,Gradient Boost Classifier,Yes,20.64
2675-DHUTR,2024-08-30,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,5780.7,Gradient Boost Classifier,Yes,57.02
8152-VETUR,2024-08-30,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.7,6869.7,Gradient Boost Classifier,No,6.99
9667-EQRXU,2024-08-30,Female,Yes,No,No,30,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40.3,1172.95,Gradient Boost Classifier,Yes,33.1
7446-YPODE,2024-08-30,Male,Yes,No,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.25,662.95,Gradient Boost Classifier,Yes,21.96
9522-BNTHX,2024-08-30,Female,Yes,No,No,34,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.25,1765.95,Gradient Boost Classifier,Yes,35.79
4676-WLUHT,2024-08-30,Male,No,No,No,54,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),46.2,2431.95,Gradient Boost Classifier,No,3.08
3329-WDIOK,2024-08-30,Female,No,No,No,3,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,155.35,Gradient Boost Classifier,Yes,58.72
7980-MHFLQ,2024-08-30,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.9,1859.2,Gradient Boost Classifier,No,1.13
2873-ZLIWT,2024-08-30,Female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.85,3303.05,Gradient Boost Classifier,Yes,29.93
3415-TAILE,2024-08-30,Female,No,Yes,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.7,134.35,Gradient Boost Classifier,Yes,34.35
0757-WCUUZ,2024-08-30,Male,No,Yes,Yes,54,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),63.35,3409.1,Gradient Boost Classifier,No,3.38
1629-DQQVB,2024-08-30,Female,No,No,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1,709.5,Gradient Boost Classifier,Yes,16.37
1915-IOFGU,2024-08-30,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,Gradient Boost Classifier,Yes,74.54
3045-XETSH,2024-08-30,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,Gradient Boost Classifier,Yes,72.96
0374-AACSZ,2024-08-30,Female,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.15,50.15,Gradient Boost Classifier,Yes,39.65
7239-HZZCX,2024-08-30,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Gradient Boost Classifier,Yes,32.42
4872-VXRIL,2024-08-30,Male,No,No,No,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),64.65,3665.55,Gradient Boost Classifier,No,4.65
9140-CZQZZ,2024-08-30,Female,No,Yes,No,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.6,5515.8,Gradient Boost Classifier,No,2.71
3423-HHXAO,2024-08-30,Female,No,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,272.0,Gradient Boost Classifier,No,5.97
9938-TKDGL,2024-08-30,Male,No,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.55,6668.0,Gradient Boost Classifier,No,9.56
0531-ZZJWQ,2024-08-30,Male,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0,4052.4,Gradient Boost Classifier,Yes,48.67
6537-QLGEX,2024-08-30,Female,No,No,No,16,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.9,664.4,Gradient Boost Classifier,Yes,37.4
2688-BHGOG,2024-08-30,Male,Yes,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,718.55,Gradient Boost Classifier,Yes,73.77
7683-CBDKJ,2024-08-30,Male,No,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,937.6,Gradient Boost Classifier,Yes,16.59
0946-CLJTI,2024-08-30,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,Gradient Boost Classifier,Yes,64.74
3160-TYXLT,2024-08-30,Male,No,No,No,53,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85,Gradient Boost Classifier,Yes,20.45
1325-USMEC,2024-08-30,Male,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.35,6944.5,Gradient Boost Classifier,No,5.12
0916-QOFDP,2024-08-30,Female,Yes,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,1346.3,Gradient Boost Classifier,Yes,80.37
0628-CNQRM,2024-08-30,Male,No,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,Gradient Boost Classifier,No,5.34
5606-AMZBO,2024-08-30,Female,No,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,765.15,Gradient Boost Classifier,Yes,50.89
6199-IPCAO,2024-08-30,Female,No,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1,692.55,Gradient Boost Classifier,No,1.6
7665-TOALD,2024-08-30,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Gradient Boost Classifier,Yes,81.5
0112-QWPNC,2024-08-30,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,Gradient Boost Classifier,No,4.66
0324-BRPCJ,2024-08-30,Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,Gradient Boost Classifier,Yes,54.86
2777-PHDEI,2024-08-30,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05,Gradient Boost Classifier,Yes,79.71
5640-CAXOA,2024-08-30,Female,No,No,No,30,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.35,1187.05,Gradient Boost Classifier,No,10.15
2235-EZAIK,2024-08-30,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.2,5401.9,Gradient Boost Classifier,No,1.3
3847-BAERP,2024-08-30,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,247.0,Gradient Boost Classifier,Yes,12.27
1196-AMORA,2024-08-30,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.6,520.0,Gradient Boost Classifier,Yes,62.63
4282-YMKNA,2024-08-30,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,706.6,Gradient Boost Classifier,Yes,69.25
1453-RZFON,2024-08-30,Female,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,49.9,Gradient Boost Classifier,Yes,33.58
8263-OKETD,2024-08-30,Female,No,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,Gradient Boost Classifier,Yes,17.38
0670-KDOMA,2024-08-30,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,Gradient Boost Classifier,Yes,38.19
2476-YGEFM,2024-08-30,Female,No,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.0,2215.25,Gradient Boost Classifier,Yes,36.08
8687-BAFGU,2024-08-30,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.0,74.0,Gradient Boost Classifier,Yes,68.02
0641-EVBOJ,2024-08-30,Male,No,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.3,214.4,Gradient Boost Classifier,Yes,41.01
0829-XXPLX,2024-08-30,Female,No,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15,Gradient Boost Classifier,Yes,38.28
9974-JFBHQ,2024-08-30,Male,No,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.15,6171.2,Gradient Boost Classifier,Yes,33.91
5356-RHIPP,2024-08-30,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Gradient Boost Classifier,Yes,45.21
6624-JDRDS,2024-08-30,Female,No,No,No,6,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.45,161.45,Gradient Boost Classifier,Yes,27.65
0608-JDVEC,2024-08-30,Male,No,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.8,1013.2,Gradient Boost Classifier,No,2.52
9780-FKVVF,2024-08-30,Male,No,No,No,6,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.15,336.7,Gradient Boost Classifier,Yes,22.9
1919-RTPQD,2024-08-30,Male,No,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,333.65,Gradient Boost Classifier,Yes,31.15
5214-NLTIT,2024-08-30,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.8,6511.8,Gradient Boost Classifier,No,6.32
3345-PBBFH,2024-08-30,Male,No,Yes,No,8,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,393.45,Gradient Boost Classifier,Yes,25.3
5055-BRMNE,2024-08-30,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),106.7,7009.5,Gradient Boost Classifier,No,8.51
9189-JWSHV,2024-08-30,Female,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,Gradient Boost Classifier,Yes,58.17
2190-PHBHR,2024-08-30,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.45,6921.7,Gradient Boost Classifier,No,3.74
2650-GYRYL,2024-08-30,Male,No,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.45,600.25,Gradient Boost Classifier,No,4.84
0746-JTRFU,2024-08-30,Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.05,56.35,Gradient Boost Classifier,Yes,63.35
5208-FVQKB,2024-08-30,Male,No,Yes,No,70,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.95,4664.15,Gradient Boost Classifier,No,1.87
7184-LRUUR,2024-08-30,Female,No,No,No,22,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.25,1441.8,Gradient Boost Classifier,No,7.43
6627-CFOSN,2024-08-30,Female,No,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.7,Gradient Boost Classifier,Yes,37.44
3982-JGSFD,2024-08-30,Male,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,695.85,Gradient Boost Classifier,No,4.79
